companyName,industry,companyType,capital,ceoName,mainBusiness,Homage,affiliates,numberOfEmployees,establishmentDate,revenue,graduateSalary,hasFourInsurances,address
깨끗한나라,기타 종이 및 판지 제조업,중견기업,376억 6백만원 (2024.12.31),최현수/이동열,"펄프,판지원지,화장지 제조,수출입",http://www.kleannara.com,깨끗한나라그룹 (주)보노아 (주)케이앤이,607명 (2024.12.31),1966.03.07 (60년차),"5,361억 8천만원 (2024.12.31)","4,452만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 용산구 한남대로 98 (한남동, 일신빌딩)"
나노신소재,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
나스미디어,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
남광토건,건설·시공·토목·조경,중견기업,임민규,"국민연금, 건강보험, 고용보험, 산재보험","경기 용인시 기흥구 흥덕중앙로 120 (영덕동, U-TOWER) B122호 남광토건",N/A,N/A,470명,1947.07.07 (79년차),"토목, 건축",http://www.namkwang.co.kr,N/A,N/A
남선알미늄,"알루미늄 압연, 압출 및 연신제품 제조업",중견기업,646억 9천만원 (2024.12.31),박귀봉/정순원,"국민연금, 건강보험, 고용보험, 산재보험",대구 달성군 논공읍 논공중앙로 288 (본리리) 남선알미늄,SM그룹 케이엘씨에스엠(주) 에스엠화진(주) 에스엠상선(주) (주)한스케미칼 (주)에스엠바로코사경인 에스엠자산개발(주) 창명해운(주) (주)태길종합건설 에스엠신용정보(주) (주)에스엠바로코사 한덕철광산업(주) 신촌역사(주) 에스엠에이엠씨투자대부(주) 한국선박금융(주) 국일제지(주) 우방토건(주) 더보기,534명 (2024.12.31),1947 (79년차),"2,895억 3천만원 (2024.12.31)",알미늄샷시 제조/환경사업,http://www.namsun.co.kr,N/A
남성,외항 화물 운송업,중견기업,14억 6백만원 (2024.12.31),김용규,"국민연금, 건강보험, 고용보험, 산재보험","서울 중구 삼일대로 363 (장교동, 장교빌딩) 17층",남성홀딩스그룹 남성홀딩스(주) 동영해운(주) 동주마리타임(주) 마젤란마린솔루션즈(주),244명 (2024.12.31),1953.08.01 (73년차),"6,850억 7천만원 (2024.12.31)","해상(외항화물) 운송,대리/부동산 임대",http://www.namsung.co.kr,N/A
남양유업,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
남해화학,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
네오위즈,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
네이처셀,기초 의약물질 및 생물학적 제제 제조업,중소기업,321억 7천만원 (2024.12.31),변대중,"국민연금, 건강보험, 고용보험, 산재보험","경북 칠곡군 기산면 영리 317-18 / 서울사무소 : 서울시 영등포구 국회대로 76길10, 5층",바이오스타그룹 (주)알바이오 (주)바이오스타랩 (주)바이오스타줄기세포기술연구원 (주)주실,68명 (2024.12.31),1971.09.01 (55년차),321억 4백만원 (2024.12.31),"기초 의약물질,생물학적 제제 제조",http://www.naturecell.co.kr,N/A
네패스,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
넥센,타이어 및 튜브 제조업,중견기업,540억 8천만원 (2024.12.31),강병중/강호찬/김현석,"타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조",http://www.nexentire.com,넥센그룹 (주)케이엔엔 (주)케이엔엔미디어플러스 (주)넥센 (주)오티피멀티솔루션 (주)파맥스 (주)넥센디앤에스 (주)부산글로벌빌리지 누리네트웍스(주) (주)케이엔엔디앤씨 (주)케이엔엔미디어플러스경남 (주)케이에스테이트 엔젤위더스(주) (주)에스디유 엔에이치제이(주) (주)넥스에듀,"4,255명 (2024.12.31)",1958.04.11 (68년차),"2조 1,326억원 (2024.12.31)","4,303만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","경남 양산시 충렬로 355 (유산동, 넥센타이어) 넥센타이어 본사"
넥센타이어,타이어 및 튜브 제조업,중견기업,540억 8천만원 (2024.12.31),강병중/강호찬/김현석,"타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조",http://www.nexentire.com,넥센그룹 (주)케이엔엔 (주)케이엔엔미디어플러스 (주)넥센 (주)오티피멀티솔루션 (주)파맥스 (주)넥센디앤에스 (주)부산글로벌빌리지 누리네트웍스(주) (주)케이엔엔디앤씨 (주)케이엔엔미디어플러스경남 (주)케이에스테이트 엔젤위더스(주) (주)에스디유 엔에이치제이(주) (주)넥스에듀,"4,255명 (2024.12.31)",1958.04.11 (68년차),"2조 1,326억원 (2024.12.31)","4,303만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","경남 양산시 충렬로 355 (유산동, 넥센타이어) 넥센타이어 본사"
넥스틴,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
넥슨게임즈,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
넵튠,모바일 게임 소프트웨어 개발 및 공급업,대기업,233억 3천만원 (2024.12.31),강율빈/정욱,"국민연금, 건강보험, 고용보험, 산재보험","서울 강남구 언주로 508 (역삼동, 공무원연금공단) 11층",카카오그룹 (주)카카오 (주)에스엠엔터테인먼트 (주)테인스밸리 (주)에스엠컬처앤콘텐츠 (주)에스엠라이프디자인그룹 동고택시(주) (주)비글 로고스필름(주) (주)엑스엘게임즈 (주)아이앤아이소프트 (주)케이엠파크 (주)쇼노트 (주)키이스트 (주)레디엔터테인먼트 (주)엔플루토 (주)케이큐브홀딩스 더보기,106명 (2024.12.31),2015.03.19 (11년차),255억 1천만원 (2024.12.31),"모바일게임소프트웨어 개발,공급,자문",http://www.neptunegames.co.kr,N/A
넷마블,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
노루페인트,일반용 도료 및 관련제품 제조업,중견기업,102억 3천만원 (2024.12.31),이수민,페인트 제조,http://www.noroopaint.com,노루그룹 (주)노루케미칼 (주)노루오토코팅 (주)노루코일코팅 (주)디어스세다 (주)노루로지넷 (주)노루홀딩스 (주)아이피케이 (주)디어스아이 (주)디어스엠 (주)노루알앤씨 (주)디어스이앤씨 다이아몬드특송(주) 농업회사법인(주)더기반 (주)기반테크,796명 (2024.12.31),2006.06.02 (20년차),"6,907억 6천만원 (2024.12.31)","3,100만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경기 안양시 만안구 박달2동 615
노루홀딩스,화학·에너지·환경,중소기업,-,한영재/김용기,http://www.norooholdings.com/,N/A,N/A,53명,1945.11.01 (81년차),-,"지주사업, 시장조사, 경영상담",경기 안양시 만안구 박달동 615 주식회사노루페인트,N/A
녹십자,완제 의약품 제조업,중견기업,584억 3천만원 (2024.12.31),허은철,"알부민외 제조,판매",http://www.gcbiopharma.com,녹십자그룹 (주)유비케어 (주)녹십자이엠 (주)녹십자홀딩스 (주)녹십자엠에스 (주)지씨케어 (주)크레템 (주)녹십자메디스 (주)조아 (주)녹십자웰빙 (주)아이쿱 농업회사법인인백팜(주) (주)헥톤씨앤씨 (주)진스랩 (주)케이컨셉 (주)지씨웰페어 (주)지씨셀 (주)아진디앤엠 (주)또하나의가족대전센터 더보기,"2,355명 (2024.12.31)",1969.11.01 (57년차),"1조 2,759억원 (2024.12.31)","2,800만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","경기 용인시 기흥구 이현로30번길 107 (보정동, (주)"
농심,"면류, 마카로니 및 유사식품 제조업",중견기업,304억 1천만원 (2024.12.31),이병학,"라면,스낵,유지 제조,도매,수출입/생수,수입상품도매,무역/통신판매/음식점/보관,창고/부동산 임대",http://www.nongshim.com,농심그룹 농심태경(주) (주)이스턴웰스 (주)농심홀딩스 율촌화학(주) 언양농림개발(주) (주)엔디에스 (주)캐처스 (주)농심캐피탈 (주)메가마트 농심엔지니어링(주) 농심개발(주) (주)대주실업 전일운수(유) (주)농심미분 반도통운(주) 구미물류(주) (유)전일연마 (주)엔에스아리아 농심이스포츠(주) 더보기,"5,472명 (2024.12.31)",1965.09.18 (61년차),"2조 7,016억원 (2024.12.31)","4,313만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울 동작구 신대방동 370-1
농우바이오,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
농협금융지주,국내은행,대기업,"2조 3,843억원 (2024.12.31)",강태영,국내은행,http://banking.nonghyup.com,농협그룹 농업회사법인농협에코아그로(주) (주)농협유통 (주)농협사료 (주)한국의료환경 (주)농협파트너스 (주)농협네트웍스 엔에이치아문디자산운용(주) (주)농협홍삼 농업협동조합자산관리회사 엔에이치선물(주) (주)엔에이치농협무역 남해화학(주) (주)농협케미컬 농업회사법인(주)엔에이치농우바이오 더보기,"16,144명 (2024.12.31)",2012.03.02 (14년차),26조 1천억원 (2024.12.31),"2,760만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 중구 통일로 120 (충정로1가, 농협중앙회중앙본부신관) NH농협은행"
농협생명보험,국내은행,대기업,"2조 3,843억원 (2024.12.31)",강태영,국내은행,http://banking.nonghyup.com,농협그룹 농업회사법인농협에코아그로(주) (주)농협유통 (주)농협사료 (주)한국의료환경 (주)농협파트너스 (주)농협네트웍스 엔에이치아문디자산운용(주) (주)농협홍삼 농업협동조합자산관리회사 엔에이치선물(주) (주)엔에이치농협무역 남해화학(주) (주)농협케미컬 농업회사법인(주)엔에이치농우바이오 더보기,"16,144명 (2024.12.31)",2012.03.02 (14년차),26조 1천억원 (2024.12.31),"2,760만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 중구 통일로 120 (충정로1가, 농협중앙회중앙본부신관) NH농협은행"
농협은행,국내은행,대기업,"2조 3,843억원 (2024.12.31)",강태영,국내은행,http://banking.nonghyup.com,농협그룹 농업회사법인농협에코아그로(주) (주)농협유통 (주)농협사료 (주)한국의료환경 (주)농협파트너스 (주)농협네트웍스 엔에이치아문디자산운용(주) (주)농협홍삼 농업협동조합자산관리회사 엔에이치선물(주) (주)엔에이치농협무역 남해화학(주) (주)농협케미컬 농업회사법인(주)엔에이치농우바이오 더보기,"16,144명 (2024.12.31)",2012.03.02 (14년차),26조 1천억원 (2024.12.31),"2,760만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 중구 통일로 120 (충정로1가, 농협중앙회중앙본부신관) NH농협은행"
다스코,그 외 자동차용 신품 부품 제조업,1987.12.01 (39년차),"이상은,조진현","자동차부품 제조,도소매",http://www.i-das.com,다스그룹 홍은프레닝(주) (주)디엠산업,N/A,-,29억 5천만원 (2024.12.31),"4,003만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","경북 경주시 외동읍 외동농공단지길 14 (구어리, (주)다스) 주식회사 다스",N/A
다올투자증권,증권 중개업,대기업,"4,007억 4천만원 (2024.12.31)",이병철/황준호,"유가증권 매매,위탁매매,매매중개,대리",http://www.daolsecurities.com,다올투자증권그룹 (주)케이씨이아이 승명실업(주) 다올자산운용(주) (주)피에이지플렉스 (주)박원 (주)다올저축은행 엠지푸드솔루션(주) 차이나플래티넘사모투자전문회사 (주)진한식품 (주)다올자산개발 케이티비프라이빗에쿼티(주) (주)피에이지프라텍 (주)패키징얼라이언스그룹 더보기,410명,1981.05.08 (45년차),"8,949억 5천만원 (2024.12.31)","3,450만원","국민연금, 건강보험, 고용보험, 산재보험",서울 영등포구 여의나루로 60 (여의도동) 여의도포스트타워
다우기술,포털 및 기타 인터넷 정보매개 서비스업,중견기업,224억 3천만원 (2024.12.31),김윤덕,"국민연금, 건강보험, 고용보험, 산재보험",경기 성남시 수정구 금토로 69 (금토동) 다우디지털스퀘어,다우키움그룹 키움인베스트먼트(주) 한국정보인증(주) (주)키움이앤에스 키움증권(주) (주)이머니 키움에셋플래너(주) (주)사람인 (주)키다리스튜디오 (주)다우데이타 키움투자자산운용(주) (주)키움저축은행 (주)키움예스저축은행 (주)애드이피션시 에스지서비스(주) (주)키다리스타 더보기,700명 (2024.12.31),1986.01.09 (40년차),"3,173억 9백만원 (2024.12.31)","인터넷솔루션 개발,도매,IT컨설팅,시스템 설계,자문,인터넷관련서비스/부동산분양,개발,임대",http://www.daou.co.kr,N/A
다우데이타,"컴퓨터 및 주변장치, 소프트웨어 도매업",중견기업,191억 5천만원 (2024.12.31),김상준,"국민연금, 건강보험, 고용보험, 산재보험","서울 마포구 독막로 311 (염리동, 재화스퀘어) 5층, 11층 다우데이타",다우키움그룹 키움인베스트먼트(주) 한국정보인증(주) (주)키움이앤에스 키움증권(주) (주)이머니 키움에셋플래너(주) (주)사람인 (주)키다리스튜디오 키움투자자산운용(주) (주)키움저축은행 (주)키움예스저축은행 (주)다우기술 (주)애드이피션시 에스지서비스(주) (주)키다리스타 (주)사람인에이치에스 더보기,217명,1992.06.10 (34년차),"1,924억 7천만원 (2024.12.31)","NT SERVER, PC SERVER,바이러스 백신프로그램,그래픽 프로그램 도매",http://www.daoudata.co.kr,N/A
다원시스,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
대교,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
대구백화점,백화점·유통·도소매,중견기업,-,SAITO SHOICHI 외 1 명,http://www.muji.com/kr/,N/A,N/A,570명,2017.04.01 (9년차),-,의류 및 패션잡화 판매,"대구 동구 효신로 88 (신암동, 신세계동대구복합환승센터(박차장)) 파미에타운 6층 무인양품",N/A
대덕,인쇄회로기판용 적층판 제조업,중견기업,257억 5천만원 (2024.12.31),신영환,"PCB(Printed Circuit Board, 인쇄회로기판) 제조,판매",http://www.daeduck.com,대덕그룹 (주)대덕 (주)와이솔 (주)디아이티 엔알랩(주),"2,423명 (2024.12.31)",2020.05.01 (6년차),"8,921억 3천만원 (2024.12.31)","4,059만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경기도 안산시 단원구 강촌로 230 (목내동) 대덕전자
대덕전자,인쇄회로기판용 적층판 제조업,중견기업,257억 5천만원 (2024.12.31),신영환,"PCB(Printed Circuit Board, 인쇄회로기판) 제조,판매",http://www.daeduck.com,대덕그룹 (주)대덕 (주)와이솔 (주)디아이티 엔알랩(주),"2,423명 (2024.12.31)",2020.05.01 (6년차),"8,921억 3천만원 (2024.12.31)","4,059만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경기도 안산시 단원구 강촌로 230 (목내동) 대덕전자
대동,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
대동전자,그 외 기타 전자부품 제조업,중소기업,52억 4천만원 (2024.03.31),김명성,"국민연금, 건강보험, 고용보험, 산재보험","서울 금천구 가산디지털1로 33 (가산동, 대동전자) 대동전자(주)",N/A,47명 (2024.12.31),1972.10.10 (54년차),67억 3천만원 (2024.03.31),"통신음향,전자기계기구용 플라스틱제품 제조,도매",http://www.daidong.com,N/A
대림바스,-,-,-,이은주,-,N/A,N/A,0명,-,-,인테리어,경북 경산시 경산로42길 22-4 (옥산동) 대림바스경산옥산점,N/A
대림통상,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
대상,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
대상홀딩스,지주회사,중견기업,371억 2천만원 (2024.12.31),임창욱/최성수,"국민연금, 건강보험, 고용보험, 산재보험","서울 중구 세종대로9길 41 (서소문동, 퍼시픽타워) 2층",대상그룹 유티씨인베스트먼트(주) (재)대상문화재단 대상푸드플러스(주) (주)혜성프로비젼 (주)대상다이브스 대상(주) 대상네트웍스(주) 대상건설(주) 대상정보기술(주) (주)에프앤디넷 유티씨앤컴퍼니(주) (주)홍보에너지 농업회사법인신안천일염(주) 베네하우스(주) 디유푸드(주) 대상웰라이프(주) 더보기,46명 (2024.12.31),2005.08.01 (21년차),442억 2천만원 (2024.12.31),지주회사,http://www.daesangholdings.com,N/A
대성산업,액체연료 및 관련제품 도매업,중견기업,"2,261억 7천만원 (2024.12.31)",김영대/이은우,"유류,섬유제품 도매,수출/기계 제조/주택 건설,판매,임대/건물관리/폐기물처리시설 운영",http://www.daesung.co.kr,대성그룹 한국캠브리지필터(주) 대성나찌유압공업(주) 문경새재관광(주) 대성계전(주) 대성씨앤에스(주) 한국물류용역(주) 대성쎌틱에너시스(주) (주)대성지주 대성물류건설(주) (주)가하컨설팅 (주)가하이엠씨 (유)영컨설팅 (주)대성아트센터 농업회사법인(주)파주영농 대성히트에너시스(주) (주)에이원 더보기,356명 (2024.12.31),2010.06.30 (16년차),"7,270억 5천만원 (2024.12.31)","4,150만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 구로구 경인로 662 (신도림동, 디큐브시티) 11층 대성산업주식회사"
