companyName,industry,numberOfEmployees,companyType,establishmentDate,capital,revenue,ceoName,graduateSalary,mainBusiness,hasFourInsurances,homepage,address,affiliates
위메이드,게임·애니메이션,500명,중견기업,2000.02.10 (26년차),172억 5천만원 (2024.12.31),"3,851억 3천만원 (2024.12.31)",박관호,"4,874만원 상세보기","온라인게임개발, 소프트웨어 개발 판매","국민연금, 건강보험, 고용보험, 산재보험",http://corp.wemade.com,경기 성남시 분당구 삼평동 676 위메이드타워,위메이드그룹 (주)위메이드맥스 (주)위메이드커넥트 (주)위메이드플레이 (주)플레이링스 (주)위메이드엑스알 (주)위메이드넥스트 (주)위메이드엠 (주)위메이드플러스 (주)전기아이피 (주)넥셀론 (주)라이크잇게임즈 (주)매드엔진 (주)도티소프트 (주)플레이토즈 (주)라이트컨 (주)니트로엑스 더보기
윌비스,학원·어학원·교육원,100명,중소기업,2008.03.18 (18년차),-,-,송주호,"2,700만원",고시학원,"고용보험, 산재보험",-,"서울 관악구 신림로23길 16 (신림동, 일성트루엘) 4층 윌비스 한림법학원",N/A
유나이티드,제약·보건·바이오,834명,중견기업,1987.12.03 (39년차),81억 2천만원,2159억,강덕영,N/A,"의약품,제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.kup.co.kr,세종 전동면 노장공단길 25-23 (노장리) 한국유나이티드제약 전동 공장,N/A
유니드,기타 기초 무기 화학물질 제조업,250명,대기업,1980.05.10 (46년차),338억 3천만원 (2024.12.31),1조 973억,"정의승, 이우일","4,100만원 상세보기","탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물) 제조,도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.unid.co.kr/,"서울 중구 을지로5길 19 (수하동, FERRUM TOWER) 17층 유니드",오씨아이그룹 (주)유니드글로벌상사 오씨아이페로(주) 오씨아이홀딩스(주) 부광약품(주) 에스지씨에너지(주) 에스지씨이앤씨(주) 오씨아이정보통신(주) (주)디씨알이 오씨아이스페셜티(주) 에스지씨디벨롭먼트(주) 부광메디카(주) 오씨아이에스이(주) 오씨아이파워(주) 행복도시태양광발전소(주) 더보기
유니드비티플러스,표면 가공 목재 및 특정 목적용 제재목 제조업,201명 (2024.12.31),대기업,2022.11.02 (4년차),106억 1천만원 (2024.12.31),"1,948억 9천만원 (2024.12.31)",한상준,N/A,"목재가공품(MDF),원목 제조,도소매","국민연금, 건강보험, 고용보험, 산재보험",http://www.unidbtplus.co.kr,"서울 중구 서소문로 50 (중림동, CENTRALPLACE) 6층",오씨아이그룹 (주)유니드글로벌상사 오씨아이페로(주) 오씨아이홀딩스(주) (주)유니드 부광약품(주) 에스지씨에너지(주) 에스지씨이앤씨(주) 오씨아이정보통신(주) (주)디씨알이 오씨아이스페셜티(주) 에스지씨디벨롭먼트(주) 부광메디카(주) 오씨아이에스이(주) 오씨아이파워(주) 행복도시태양광발전소(주) 더보기
유니슨,기타 기관 및 터빈 제조업,149명 (2024.12.31),중견기업,1984.09.24 (42년차),841억 9천만원 (2024.12.31),258억 8천만원 (2024.12.31),박원서,"3,950만원 상세보기","풍력발전기,풍력발전타워 제조,발전단지건설,설계용역,유지보수","국민연금, 건강보험, 고용보험, 산재보험",http://www.unison.co.kr,"경남 사천시 사남면 해안산업로 513 (초전리, UNISON) .",삼천리그룹 (주)에너마인글로벌 영덕풍력발전(주) 안산도시개발(주) (주)삼천리이에스 (주)삼천리이엔지 (주)에스티인터내셔널코퍼레이션 (주)삼천리 삼천리열처리(주) (주)휴세스 윈앤피(주) (주)삼천리모터스 (주)동해임산 삼천리자산운용(주) (주)영양풍력발전공사 (주)찌레본파워홀딩스 더보기
유니온,금속·재료·자재,246명,대기업 계열사·자회사,1952.12.06 (74년차),78억 5백만원,"1,002 억",이우선,N/A,"백시멘트, 수퍼유니필터,바나듐,몰리브덴","국민연금, 건강보험, 고용보험, 산재보험",http://www.unioncement.com,서울 중구 소공동 50 OCI빌딩 13층,유니온그룹 유니온머티리얼(주) (주)대광소재 유농영농조합법인 (주)유니온자원
유니켐,모피 및 가죽 제조업,234명 (2024.12.31),중소기업,1976.04.27 (50년차),489억 2천만원 (2024.12.31),682억 1천만원 (2024.12.31),김진환,"3,100만원 상세보기","피혁 제조,도매,무역,부동산임대","국민연금, 건강보험, 고용보험, 산재보험",http://www.uni-chem.net,경기 안산시 단원구 성곡동 615-4,N/A
유성기업,자동차 엔진용 신품 부품 제조업,523명 (2025.03.17),중견기업,1960.03.18 (66년차),129억 7천만원 (2024.12.31),"3,229억 3천만원 (2024.12.31)",류현석,"3,600만원 상세보기","철도차량부품(피스턴링,실린더라이너,발브가이드,타펫트),자동차부품,주강,주물 제조,판매","국민연금, 건강보험, 고용보험, 산재보험",http://www.ypr.co.kr,서울 강남구 삼성동 150-1,유성기업그룹 코어텍(주) 신화정밀(주) 와이엔티파워텍(주) 동성금속(주) 동서페더럴모굴(주) 부솔이피티(주) 에스티피(주)
유수홀딩스,기타 부동산 개발 및 공급업,-,중소기업,-,-,-,김영윤,N/A,-,"국민연금, 건강보험, 고용보험, 산재보험",-,경기 성남시 분당구 돌마로 46 (구미동) 광천프라자 407-5,N/A
유안타증권,증권 중개업,"1,717명",대기업,1962.06.04 (64년차),1조 625억원 (2024.12.31),1조 515억천,뤄즈펑,"4,000만원 상세보기","유가증권 매매,중개,대리,인수","국민연금, 건강보험, 고용보험, 산재보험",http://recruit.yuantakorea.com,서울 영등포구 국제금융로 39 (여의도동) 앵커원빌딩,유안타증권그룹 유안타저축은행(주) 유안타인베스트먼트(주)
유유제약,제약·보건·바이오,260명,중견기업,1941.02.28 (85년차),"1,027억 8천만원","1,022억 2천만","유원상, 박노용",N/A,의약품 개발 제조 판매,"국민연금, 건강보험, 고용보험, 산재보험",http://www.yuyu.co.kr,서울 중구 신당동 358-9 유유빌딩,N/A
유진기업,건축·설비·환경,662명 (2024.12.31),중견기업,1984.07.28 (42년차),386억 5천만원 (2024.12.31),"8,550억 1천만원 (2024.12.31)",최재호,"4,250만원 상세보기","레미콘,아스콘 제조,판매,주택건설","국민연금, 건강보험, 고용보험, 산재보험",https://www.eugenegroup.co.kr/,"서울 영등포구 여의대로 108 (여의도동, 파크원) 파크원 타워1, 23층 유진기업",유진그룹 (주)와이티엔 (주)유진로지스틱스 남부산업(주) 유진투자선물(주) 동우바이오(주) 동화기업(주) (주)동양 유진엠(주) (주)와이티엔디엠비 유성산업(주) (주)한빛그린환경 유진비디에스(주) 당진기업(주) (주)지구레미콘 유진자산운용(주) 현대개발(주) 유진투자증권(주) 천안기업(주) 더보기
유진증권,은행·금융,802명,중견기업,1954 (72년차),-,-,이순창,N/A,증권,N/A,http://www.eugenefn.com,대전 중구 은행동 150 JS그린빌딩 2층 유진투자증권,N/A
유진테크,반도체 제조용 기계 제조업,316명 (2024.12.31),중견기업,2000.01.05 (26년차),114억 5천만원 (2024.12.31),"2,440억 9천만원 (2024.12.31)",엄평용/신승우,"4,981만원","반도체제조장비(화학기상증착장비),액정화면장비,부품 제조,무역/부동산임대","국민연금, 건강보험, 고용보험, 산재보험",http://www.eugenetech.co.kr,"경기 용인시 처인구 양지면 추계로 42 (추계리, 유진 유진테크",유진테크그룹 (주)이지티엠
유한양행,완제 의약품 제조업,"2,086명 (2024.12.31)",중견기업,1926.06.20 (100년차),813억 9천만원 (2024.12.31),2조 83억원 (2024.12.31),조욱제,"4,815만원 상세보기","의약품(삐콤씨, 안티푸라민, 렉라자, 로수바미브, 코푸시럽 등), 생활용품(유한락스, 해피홈, 유한젠), 동물약품 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.yuhan.co.kr,서울 동작구 대방동 유한양행빌딩,유한양행그룹 (주)코스온 퍼멘텍(주) (주)유한메디카 (주)유한화학 (주)유한크로락스 (주)와이즈메디 에스비바이오팜(주) (주)에이투젠 (주)이뮨온시아 (주)유한건강생활 애드파마(주) 암호명케이문화산업전문(유)
유화증권,증권 중개업,67명 (2024.12.31),대기업,1962.06.02 (64년차),741억 7천만원 (2024.12.31),376억 5천만원 (2024.12.31),서태영,N/A,증권업,"국민연금, 건강보험, 고용보험, 산재보험",http://www.yhs.co.kr,서울 영등포구 여의도동 23-7 유화증권 4층 영업기획팀,N/A
윤성에프앤씨,기계·기계설비,312명,중소기업,1986.08.01 (40년차),"6억 2,800만원",1288억 9천만,박치영,"4,600만원",2차전지/바이오/제약/식품,"국민연금, 건강보험, 고용보험, 산재보험",http://www.ysfc.co.kr,경기 안성시 문터길 72-23 (마정리) 윤성에프앤씨,N/A
율촌화학,"플라스틱 포대, 봉투 및 유사제품 제조업",711명 (2024.12.31),중견기업,1973.05.01 (53년차),147억 7천만원 (2024.12.31),"4,359억 2천만원 (2024.12.31)",송녹정/신동윤,"3,500만원 상세보기","연포장재,필름,골판지상자,합성수지,플라스틱일반성형제품 제조","고용보험, 산재보험",http://www.youlchon.com,서울 동작구 신대방동 370-1 도연관 15층,농심그룹 농심태경(주) (주)이스턴웰스 (주)농심홀딩스 (주)농심 언양농림개발(주) (주)엔디에스 (주)캐처스 (주)농심캐피탈 (주)메가마트 농심엔지니어링(주) 농심개발(주) (주)대주실업 전일운수(유) (주)농심미분 반도통운(주) 구미물류(주) (유)전일연마 (주)엔에스아리아 농심이스포츠(주) 더보기
이건산업,"박판, 합판 및 유사 적층판 제조업",218명 (2024.12.31),중견기업,1972.12.07 (54년차),547억 6천만원 (2024.12.31),"1,916억 4천만원 (2024.12.31)",백오현,N/A,"컨테이너용합판,목재 파렛트,프레스우드 파렛트,가공목재,제재목 제조/부동산 임대","국민연금, 건강보험, 고용보험, 산재보험",http://www.eagon.com,"인천 미추홀구 염전로 91 (도화동, 이건창호) .",이건홀딩스그룹 (주)이건홀딩스 이건에너지(주) (주)이건그린텍 (주)이건창호
이구산업,"동 압연, 압출 및 연신제품 제조업",230명 (2024.12.31),중견기업,1971.01.16 (55년차),167억 2천만원 (2024.12.31),"4,722억 9천만원 (2024.12.31)",안월환/김영길,N/A,"동판.조,황동판.조,인청동판.조 제조,임가공/부동산 임대","국민연금, 건강보험, 고용보험, 산재보험",http://www.leeku.net,"경기 평택시 포승읍 포승공단로 42 (만호리, 이구산업(주)) 이구산업(주)",이구산업그룹 국일신동(주) 덕흥제선(주) (주)이구엔지니어링 이구무역(주) (주)이구에코텍
이노션,광고 대행업,946명 (2024.12.31),대기업,2005.05.17 (21년차),200억원 (2024.12.31),"6,016억 9천만원 (2024.12.31)",이용우,"2,960만원 상세보기","광고 대행,제작/전시,행사기획,운영대행,국제회의 용역,디자인/실내건축공사","국민연금, 건강보험, 고용보험, 산재보험",http://www.innocean.com,"서울 강남구 강남대로 308 (역삼동, 랜드마크타워) 20층 HR운영팀",현대자동차그룹 현대캐피탈(주) (주)서울피엠씨 현대카드(주) 현대아이에이치엘(주) 현대로템(주) (주)지아이티 현대트랜시스(주) 현대오토에버(주) 현대엔지니어링(주) 해비치호텔앤드리조트(주) 현대글로비스(주) 현대엔지비(주) 현대엠시트(주) 현대스틸산업(주) 현대첨단소재(주) 현대제철(주) 더보기
이니텍,시스템 소프트웨어 개발 및 공급업,154명 (2024.12.31),대기업,1997.06.13 (29년차),98억 9천만원 (2024.12.31),388억 8천만원 (2024.12.31),옥성환,"3,200만원 상세보기","정보보안솔루션 연구개발,공급,보안컨설팅,통합보안시스템 구축","국민연금, 건강보험, 고용보험, 산재보험",http://www.initech.com,서울 구로구 구로동 디지털로26길 61 에이스하이앤드타워2차 11층,케이티그룹 (주)케이티지니뮤직 (주)스마트로 (주)케이티스카이라이프 브이피(주) (주)케이티나스미디어 (주)케이티아이에스 (주)케이티씨에스 케이티커머스(주) (주)케이티이엔에이 케이티텔레캅(주) (주)케이티엠앤에스 케이티링커스(주) (주)케이티 (주)케이티엔지니어링 비씨카드(주) 더보기
일진하이솔루스,그 외 기타 달리 분류되지 않은 운송장비 제조업,212명 (2024.12.31),중견기업,2012.11.02 (14년차),181억 5천만원 (2024.12.31),792억 9천만원 (2024.12.31),양성모,"4,300만원 상세보기","수소승용용기,매연저감장치 등 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.hysolus.co.kr,"전북 완주군 봉동읍 완주산단5로 97-46 (용암리, 일진",일진그룹 마그마툴(주) 일진디스플레이(주) 일진다이아몬드(주) 일진홀딩스(주) 일진제강(주) (주)세마오일 (주)일진에스앤티 일진자동차(주) 일진반도체(주) 일진전기(주) 일진디앤코(주) (주)아트테크 일진지엘에스(주) 알피니언메디칼시스템(주) 셀리게인(주) (유)아이텍 일진씨앤에스(주) 더보기
조광피혁,모피 및 가죽 제조업,124명 (2024.12.31),중소기업,1966.08.03 (60년차),342억 4천만원 (2024.12.31),902억 4천만원 (2024.12.31),이연석,N/A,"가죽(피혁원단,제화용원단,카시트용원단),가방,신발 제조,도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.chokwang.co.kr,충북 청주시 흥덕구 송정동 공단2블럭 조광피혁(주),N/A
체시스,자동차·조선·철강·항공,130명,중소기업,1989.08.03 (37년차),82억 9천만원,500억,이명곤,"4,800만원","자동차부품(차축,arm,oil pan외) 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.chasys.com,경북 경산시 진량읍 당곡리 411-3번지,N/A
콤텍시스템,유선 통신업,54명 (2013.12.31),중소기업,2011.04.25 (15년차),-,20억,최재완,N/A,부가통신,"국민연금, 건강보험",-,서울 영등포구 양평동5가 선유도 우림라이온스밸리 A동 601호,N/A
태림포장,골판지 제조업,927명 (2024.12.31),중견기업,1976.04.12 (50년차),354억 2백만원 (2024.12.31),"6,800억 8천만원 (2024.12.31)",이복진,"4,200만원","골판지,골판지상자,수출용박스 제조,도매/인쇄","국민연금, 건강보험, 고용보험, 산재보험",http://www.tailim.com,"경기 시흥시 공단1대로379번안길 74 (정왕동, (주)태림) 태림포장(주)",글로벌세아그룹 (주)태범 나산실업(주) 글로벌세아(주) 동원페이퍼(주) (주)인디에프 태림페이퍼(주) (주)발맥스기술 에스엔에이시스템(주) 쌍용건설(주) (주)전주원파워 동림로지스틱(주) (주)정암에이치앤디 (주)전주에너지 세아상역(주) 태림판지(주) 세아에스티엑스엔테크(주) (주)전주페이퍼 더보기
포스코DX,제강업,"18,167명",대기업,1968.03.25 (58년차),"4,824억 3백만원 (2024.12.31)",37조 5천억원 (2024.12.31),이희근,N/A,"제강,제철,합금철,코크스,연탄,석유제품,화학물질,화학제품,철강압연,비철금속압연,압출,연신제품 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.posco.com,경북 포항시 남구 괴동동 1 포스코본사,포스코그룹 (주)포스코에이앤씨건축사사무소 (주)포스코와이드 포스코플로우(주) (주)엔투비 (주)포스코인터내셔널 (주)포스코엠텍 포스코홀딩스(주) 포스코스틸리온(주) (주)에스엔엔씨 (주)포스코경영연구원 (주)포스코이앤씨 (주)포스코퓨처엠 포스코기술투자(주) 우이신설경전철(주) (주)포스코디엑스 더보기
한국석유공업,그 외 기타 분류 안된 비금속 광물제품 제조업,232명 (2024.12.31),중견기업,1964.12.11 (62년차),N/A,N/A,강승모/송상호,"3,953만원 상세보기","석유류제품(부로운아스팔트,방수시트몰터프라스)제조,도소매/부동산 임대","국민연금, 건강보험, 고용보험, 산재보험",http://www.koreapetroleum.com,"서울 용산구 이촌로 166 (이촌동, 한석빌딩) KP빌딩",KP그룹 케이피한석화학(주) 케이피한석유화(주) 효원산업(주) 신성산업(주) 케이피인베스트앤대부(주)
한국수출포장공업,목재·제지·가구,305명,중견기업,1957 (69년차),200억원,"1,800억","허용삼,허정훈",N/A,골판지 상자 및 원단 생산,"국민연금, 건강보험, 고용보험, 산재보험",http://www.keppack.co.kr,경기 안성시 미양면 제2공단4길 5 (계륵리) 제2공단4길 5,N/A
한국스탠다드차타드은행,증권 중개업,49명 (2024.12.31),대기업,2008.06.16 (18년차),"3,000억원 (2023.12.31)",396억 9천만원 (2023.12.31),권용관,N/A,"증권,선물 중개","국민연금, 건강보험, 고용보험, 산재보험",http://www.standardcharteredsecurities.co.kr,"서울 종로구 종로 47 (공평동, 한국스탠다드차타드은행빌딩) 2층 한국스탠다드차타드증권",한국스탠다드차타드은행그룹 (주)한국스탠다드차타드은행
한국씨티은행,국내은행,"1,616명 (2024.12.31)",대기업,1981.09.25 (45년차),"1조 5,913억원 (2024.12.31)","2조 8,465억원 (2024.12.31)",유명순,"4,300만원 상세보기","은행,신탁,외국환업무/복권 판매대행,용역/부동산 임대","국민연금, 건강보험, 고용보험, 산재보험",http://www.citibank.co.kr,서울특별시 종로구 새문안로 50,씨티그룹그룹 씨티그룹글로벌마켓증권(주)
한국앤컴퍼니,기타 산업용 기계 및 장비 도매업,"3,001명",중소기업,2020.01.01 (6년차),458만원 (2023.12.31),"7억 9,658만원 (2023.12.31)",미카엘피셔,N/A,"필름압출기,인쇄기,포장지 제조기의 판매,무역업,산업용 기계 및 장비수리업","국민연금, 건강보험, 고용보험, 산재보험",http://www.wuh-group.com,서울특별시 송파구 법원로 8길 7 10층 1003호,N/A
한국자산신탁,신탁업 및 집합투자업,163명 (2024.12.31),대기업,2001.03.27 (25년차),619억 8천만원 (2024.12.31),"1,597억 3천만원 (2024.12.31)",김규철,"2,600만원 상세보기","부동산신탁,컨설팅","국민연금, 건강보험, 고용보험, 산재보험",http://www.kait.com,"서울 강남구 테헤란로 306 (역삼동, 카이트타워) 한국자산신탁",엠디엠그룹 (주)엠디엠에프엔씨 (주)엠디엠 (주)엠디엠플러스 한국오션플랫폼(주) (주)엠디엠자산운용 (주)쏘울컬렉션 한국자산캐피탈(주) 더엠리테일(주) (주)엠프라퍼티제1호위탁관리부동산투자회사 에스비씨피에프브이(주) 원트웬티파이브피에프브이(주) (주)엠디엠글로벌 엠스페이스한남피에프브이(주) 더보기
한국전력공사,전기·전자·제어,"23,728명",국내 공공기관·공기업,1961.07.01 (65년차),"3조 2,098억원 (2024.12.31)",91조 6천억원 (2024.12.31),김동철,"3,387만원 상세보기",전기.전자 등,"국민연금, 건강보험, 고용보험, 산재보험",http://home.kepco.co.kr,전남 나주시 빛가람동 120 한국전력공사,한국전력공사그룹 한국수력원자력(주) 한국동서발전(주) 한국남부발전(주) 한국서부발전(주) 한국남동발전(주) 한전원자력연료(주) 청라에너지(주) 한전KPS(주) 한전케이디엔(주) 한국전력기술(주) (주)상공에너지 태백풍력발전(주) (주)케이솔라신안 태백귀네미풍력발전(주) 평창풍력발전(주) 더보기
한국전자홀딩스,지주회사,47명 (2024.12.31),대기업,1969.09.09 (57년차),234억 1백만원 (2024.12.31),148억 2천만원 (2024.12.31),박명덕,"4,100만원 상세보기","회사본부,지주회사,경영컨설팅","국민연금, 건강보험, 고용보험, 산재보험",http://www.kecholdings.co.kr,경북 구미시 공단1동 149번지 KEC,한국전자홀딩스그룹 (주)케이이씨 (주)케이이씨디바이스 한국전자판매(주)
한국정보인증,응용 소프트웨어 개발 및 공급업,159명 (2025.04.01),중견기업,1999.07.02 (27년차),212억 2천만원 (2024.12.31),810억 7백만원 (2024.12.31),조태묵,"4,000만원 상세보기","소프트웨어(공인인증서,PKI솔루션 등) 개발,제공","국민연금, 건강보험, 고용보험, 산재보험",http://www.kica.co.kr,경기 성남시 수정구 금토로 69 (금토동) 6층,다우키움그룹 키움인베스트먼트(주) (주)키움이앤에스 키움증권(주) (주)이머니 키움에셋플래너(주) (주)사람인 (주)키다리스튜디오 (주)다우데이타 키움투자자산운용(주) (주)키움저축은행 (주)키움예스저축은행 (주)다우기술 (주)애드이피션시 에스지서비스(주) (주)키다리스타 (주)사람인에이치에스 더보기
한국정보통신,정보보안,248명,벤처기업,1986 (40년차),194억 6백만원 (2024.12.31),"7,822억 2천만원 (2024.12.31)",임명수,"3,800만원 상세보기",정보통신업,"국민연금, 건강보험, 고용보험, 산재보험",http://www.kicc.co.kr,"서울 중구 세종대로 39 (남대문로4가, 대한서울상공회의소) 7층",한국정보통신그룹 한국정보통신서비스(주) 서울투자파트너스(주) 이지샵(주)
한국제지,목재·제지·가구,780명,중견기업,1958.02.25 (68년차),250억원,"6,847억",안재호,"5,071만원","지류, 펄프, 임가공, 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.hankukpaper.com/ko/main/main.do,서울 강남구 대치동 942 한국제지,N/A
한국종합기술,건물 및 토목 엔지니어링 서비스업,"1,806명 (2024.12.31)",중견기업,1963.03.09 (63년차),54억 7천만원 (2024.12.31),"3,989억 1천만원 (2024.12.31)",김한영,"2,400만원 상세보기","토목설계,건축설계,감리,측량/토목건축공사","국민연금, 건강보험, 고용보험, 산재보험",http://www.kecc.co.kr,"서울 강동구 상일로6길 21 (상일동, 한국종합기술사옥) (주)한국종합기술",한국종합기술홀딩스그룹 (주)한국종합기술홀딩스 (주)한국종합서비스
한국주강,그 외 기타 특수목적용 기계 제조업,48명 (2024.12.31),중견기업,1987.08.26 (39년차),56억 5천만원 (2024.12.31),472억 8천만원 (2024.12.31),하만규,"3,850만원 상세보기","기타기계장비,주강,주물 제조,도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.hascokorea.co.kr,"경남 함안군 법수면 장백로 585 (강주리, 에이치디시에스(주))",한국제강그룹 한국정밀기계(주) 한국제강(주)
한국주철관공업,강관 제조업,75명 (2024.12.31),중견기업,2004.02.04 (22년차),15억 7천만원 (2024.12.31),"1,372억 7천만원 (2024.12.31)",권오성/김태형/이장원,N/A,"GI파이프,강관,비철금속철강제품 제조,도매/철구조물공사","국민연금, 건강보험, 고용보험, 산재보험",http://www.jinbangsteel.com,"경북 포항시 남구 호동로 80 (호동, (주)진방철강) 진방스틸",한국주철관공업그룹 엔프라니(주) 에이스스틸(주) 한국주철관공업(주) 한국강재(주)
한국철강,산업 단체,46명 (2023.04.11),비영리법인,1975.07.09 (51년차),-,-,장인화,N/A,"철강 생산,공급 협회(철강산업 정책지원,조사연구)","국민연금, 건강보험, 고용보험, 산재보험",http://www.kosa.or.kr,"서울 송파구 중대로 135 (가락동, 아이티벤처타워) 동관 15층",N/A
한국카본,구조용 금속 판제품 및 공작물 제조업,796명 (2024.12.31),중견기업,1984.09.17 (42년차),259억 5천만원 (2024.12.31),"7,089억 4천만원 (2024.12.31)",조문수/이명화,"3,572만원 상세보기","탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.hcarbon.com,경남 밀양시 부북면 용지리 183번지,한국카본그룹 (주)에이치씨네트웍스 한국복합소재(주) (주)립스 한국항공기술케이에이티(주) (주)한국글로벌솔루션
한국콜마,-,0명,-,-,-,-,윤상현,"4,085만원 상세보기",-,"국민연금, 건강보험, 고용보험, 산재보험",-,"서울 서초구 헌릉로8길 60 (내곡동, 서초더샵포레) 한국콜마",N/A
한국타이어앤테크놀로지,화학·에너지·환경,"21,267명",대기업,1955.02.16 (71년차),619억 3천만원 (2024.12.31),"3조 2,985억원 (2024.12.31)",이수일,"3,843만원 상세보기",타이어 제조 도소매,"국민연금, 건강보험, 고용보험, 산재보험",http://www.hankooktire.com,경기 성남시 분당구 판교로 286 (삼평동) 한국타이어앤테크놀로지,한국앤컴퍼니그룹그룹 아름일렉트로닉스(주) (주)한국네트웍스 (주)세일환경 신양관광개발(주) (주)한국프리시전웍스 한국앤컴퍼니(주) 에프더블유에스투자자문(주) 모델솔루션(주) (주)한국엔지니어링웍스 한국동그라미파트너스(주) 신양월드레저(주) (주)한국컴피티션 (주)아름덴티스트리 소닉모터스(주) 더보기
한국토지신탁,-,233명 (2024.12.31),대기업,1996.04.04 (30년차),"2,524억 8천만원 (2024.12.31)","2,209억 8천만원 (2024.12.31)",최윤성/김성진,"3,600만원 상세보기","신탁업무(부동산신탁,토지(개발)신탁,담보신탁,관리신탁,처분신탁),컨설팅,개발대리사무","국민연금, 건강보험, 고용보험, 산재보험",http://www.koreit.co.kr,서울 강남구 역삼동 테헤란로137 코레이트타워 16F~19F,오션비홀딩스그룹 (주)발해씨앤에이 코레이트자산운용(주) 엠케이전자(주) (주)신성건설 (주)오션비홀딩스 유구광업(주) (주)해동씨앤에이 엠케이인베스트먼트(주) (주)발해 동부엔텍(주)
한국투자증권,증권 중개업,"2,799명 (2024.12.31)",대기업,1974.09.16 (52년차),"1,759억 1천만원 (2024.12.31)",18조 8천억원 (2024.12.31),김성환,"4,760만원 상세보기","증권투자신탁,신탁형증권저축,수익증권저축,증권투자저축","국민연금, 건강보험, 고용보험, 산재보험",https://securities.koreainvestment.com,"서울 영등포구 의사당대로 88 (여의도동, 한국투자증권빌딩) 20층 채용교육부",한국투자금융그룹 한국투자금융지주(주) 한국투자신탁운용(주) 한국투자밸류자산운용(주) 한국투자파트너스(주) (주)한국투자저축은행 한국투자글로벌제약산업육성사모투자전문회사 한국투자프라이빗에쿼티(주) 이큐파트너스제1호글로벌사모투자전문회사 우리성장파트너십신기술사모투자전문회사(자) 더보기
한국투자캐피탈,캐피탈·대출,156명 (2024.12.23),대기업 계열사·자회사,2014.11.03 (12년차),380억원,"3,712억 2천만원 (2024.12.31)",오우택,"3,912만원","여신전문금융업(시설대여업, 신기술사업금융업)","국민연금, 건강보험, 고용보험, 산재보험",http://www.kicf.co.kr,"서울 영등포구 여의대로 24 (여의도동, 전국경제인연합회회관) 전경련빌딩 8층",한국투자금융그룹 한국투자증권(주) 한국투자금융지주(주) 한국투자신탁운용(주) 한국투자밸류자산운용(주) 한국투자파트너스(주) (주)한국투자저축은행 한국투자글로벌제약산업육성사모투자전문회사 한국투자프라이빗에쿼티(주) 이큐파트너스제1호글로벌사모투자전문회사 더보기
한국항공우주,"항공기, 우주선 및 보조장치 제조업","5,267명 (2025.03.24)",중견기업,1999.10.01 (27년차),"4,873억 7천만원 (2024.12.31)","3조 5,983억원 (2024.12.31)",강구영,"4,686만원 상세보기","항공기,우주선,위성체,발사체,동 부품 설계,제조,판매,정비","국민연금, 건강보험, 고용보험, 산재보험",https://www.koreaaero.com/KO/,경남 사천시 사남면 유천리 802번지 한국항공우주산업(주),한국항공우주산업그룹 에스앤케이항공(주) 한국항공서비스(주) (주)에비오시스테크놀러지스
한국화장품,생활화학·화장품,98명,중소기업,1962.03.21 (64년차),22억 6천만원,670억,이용준,N/A,화장품제조,"국민연금, 고용보험, 산재보험",http://www.hkcosm.com,충북 음성군 삼성면 용성리 76-1,N/A
한국화장품제조,생활화학·화장품,98명,중소기업,1962.03.21 (64년차),22억 6천만원,670억,이용준,N/A,화장품제조,"국민연금, 고용보험, 산재보험",http://www.hkcosm.com,충북 음성군 삼성면 용성리 76-1,N/A
한독,완제 의약품 제조업,984명 (2024.12.31),중견기업,1954.04.27 (72년차),68억 8천만원 (2024.12.31),"5,012억 6천만원 (2024.12.31)",김영진/백진기,"3,407만원 상세보기","의약품(소화제,크라포란,라식스)제조,도매/부동산 임대","국민연금, 건강보험, 고용보험, 산재보험",http://www.handok.co.kr,"서울 강남구 테헤란로 132 (역삼동, 한독약품빌딩) 한독 빌딩",한독그룹 (주)제넥신 (주)툴젠 (주)엔비포스텍 (주)칼로스메디칼 (주)한독테바 (주)이노큐브
